description,statusesCount,followersCount,favoritesCount,friendsCount,name,type,screenName,location,lang
Hija de JVyC mamá de RyR Constituyente '99 #RBV #1000Patitas <ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE>#ViveParaServirYServirasParaVivir #Shalom ex #PrimeraDama #Venezuela #AlmaJahudi,24164,131505,6832,37206,Marisabel Rodriguez,foreign,Marisabel_R,bajo la cobertura de Hashem,es
"Roger Hamilton, Social #Entrepreneur, Futurist, Creator of @WealthDynamics, @TalentDynamics, #Founder of @EIUpdates",19246,1143832,3971,563599,Roger James Hamilton,celeb,rogerhamilton,"Bali, Indonesia",en
"UK YouTube TV Hypnotist and Hypnotherapist. Anxiety, Stop Smoking, Weight Loss, Phobias. #Socialtrance Hypnosis events. Enquiries: lisa@blingboxmedia.co.uk",21955,133966,7939,11795,Chris Hughes,celeb,hypnotistchris,"Banbury, England",en
The official Twitter account of VIVO IPL Team Royal Challengers Bangalore. https://t.co/XbIIO1BEz7,35658,2285958,3049,566,Royal Challengers,sport,RCBTweets,"Bangalore, India",en
"Building bridges, with words | <U+0E2A><U+0E23><U+0E49><U+0E32><U+0E07><U+0E2A><U+0E30><U+0E1E><U+0E32><U+0E19><U+0E1C><U+0E48><U+0E32><U+0E19><U+0E15><U+0E31><U+0E27><U+0E2B><U+0E19><U+0E31><U+0E07><U+0E2A><U+0E37><U+0E2D> http://t.co/IsXOapGPUV",66228,250746,1653,3834,<U+0E2A><U+0E24><U+0E13><U+0E35> <U+0E2D><U+0E32><U+0E0A><U+0E27><U+0E32><U+0E19><U+0E31><U+0E19><U+0E17><U+0E01><U+0E38><U+0E25>,foreign,Fringer,Bangkok,en
Social Media Manager & Co-Founder of #CoffeePuppy. As Seen On TV. Restaurant For Dogs & Dog Parents (Dog Nutrition Advisor). Professional Voice Over Artist.,7108,108022,486,93922,ThanasutVudthivichai,foreign,thanasut,"Bangkok, Thailand",en
Internet VC - Focus: Artificial Intelligence + Real Time Platforms - Author - Mentor - Adviser - Igniting the Startup Community Globally @iBullReport,50023,140773,2568,138113,Jeff Robinson,foreign,contrariansmind,Barcelona,en
24/5 real-time forex news,230137,109144,18,252,FXStreet News,foreign,FXstreetNews,Barcelona,en
Mission & Leadership Consultant,8553,107149,3,26517,Jim Knaggs,foreign,jimknaggs,"Barnegat, NJ",en
"Beef Ent. - Rhode Island #1 Independent Music Label. Rhode Island Booking, Promotion, We do invest money in talent! Subscribe at youtube!",224093,493007,213873,383807,Beef Ent.,bis,BeefEnt,beefentertainment@mail.com,en
"Try our cup of #progressive tea ;) We're a #tea biz with a mission to aid humans, protect #animals & conserve our #earth & #environment. Make tea not war!",91728,120881,335730,131685,Teabar.com,foreign,MAHAMOSA,Being In The World(R),en
"China's national English language newspaper, under the People's Daily. Apps: https://t.co/pKmPtcE99D",63604,312999,38,434,Global Times,foreign,globaltimesnews,"Bejing, China",en
Latest and breaking news from the @BBCNewsNI newsroom.,87959,201575,103,1343,BBC News NI,news,BBCNewsNI,Belfast,en
Sony UK Speech Broadcaster of the Year               Royal Television Society Presenter of the Year,32841,194390,274,795,Stephen Nolan,celeb,StephenNolan,Belfast / Manchester,en
Inga Norvilyte<ed><U+00A0><U+00BC><ed><U+00B7><U+00B1><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> AWARD WINNING SOCIAL MEDIA @UKBlogAwards <ed><U+00A0><U+00BC><ed><U+00BF><U+0086>#DigitalDNA <ed><U+00A0><U+00BC><ed><U+00BF><U+0086>#UTVBusinessEye<ed><U+00A0><U+00BE><ed><U+00B5><U+0088>#EastsideAwards<ed><U+00A0><U+00BE><ed><U+00B5><U+0088>#BelfastGiants<ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co/KADFtaJQJD,83449,168444,47732,74853,Love Belfast <U+2764><U+FE0F>,bis,love_belfast,"Belfast, N.Ireland",en
"Northern Ireland news, sport, debate, competitions and more.",82751,146030,145,15683,Belfast Telegraph,news,BelTel,"Belfast, Northern Ireland",en
"Professor e mais um viajante nos bits da rede. Navegar é preciso, ou nossa nau fica à deriva!",11445,101526,22,104154,Rodrigo Penna,foreign,rodpenna,"Belo Horizonte, MG - Brasil",pt
Infamous Brit-Licker; also been known to hand out free puppies. Currently touring new show Crowd Tickler,29877,2479435,208,502,Dara Ó Briain,celeb,daraobriain,Beneath your wings.,en
"Chip Desgnr,Cellular pioneer, Investor, Member of Parliament (NDA) , Aviator VT-JRC. Our soldiers n Vets, Bengaluru, Kerala, TransformIndia & Digital India.",20061,171135,14957,708,Rajeev Chandrasekhar,foreign,rajeev_mp,"Bengaluru, Karnataka",en
"is a Designer & Art Director.
 Logofolio:  https://t.co/igJWD5wXnW
App Design: https://t.co/4Jf90sS9lD
Instagram: https://t.co/cSS0SOAts5",487,221865,700992,182368,Ramin Nasibov,foreign,RaminNasibov,"Berlin, Germany",en
"Times columnist, broadcaster, dad, dog-owner, author of Voodoo Histories and Party Animals. Concocting a thriller.",79129,107358,36,1989,David Aaronovitch,news,DAaronovitch,beside my Macbook,en
"We research, develop and sustain advanced technology systems that support missions from the depths of the sea to the far reaches of space.",10579,311000,2336,201,Lockheed Martin,bis,LockheedMartin,"Bethesda, MD",en
Delivering for Amazon. How's my driving? Call 0-800-Sodoff,7840,2946592,16,230,James May,celeb,MrJamesMay,Between the two oblivions,en
"Former Bomb Technician now a Friendly, approachable Commercial Civil Litigation Solicitor based in Yorkshire. A volunteer for SSAFA - the Armed Forces charity",6775,136289,465,136493,Mingus Menzies-Baird,celeb,minguslaw,"Beverley, England, Great Britain.",en
"Best Selling Author, Leader in Child Welfare/Foster Care Administration, Multi-Media Mental Health Expert. Get my FREE APP from iTunes & Google Play! #SWEEP",4892,2222371,211,2321,Dr. Charles Sophy,celeb,DrSophy,"Beverly Hills, CA",en
Businesswoman & Attorney @ https://t.co/KAgf6JXbys,3248,536916,3,129779,Viktoria Foxx,celeb,ViktoriaFoxx,"Beverly Hills, CA",en
"So, in the midst of my circumstance; In this blessed evening shade; I'll live by faith and not by chance; Strong in heart and unafraid!",12641,136027,45877,118227,Sheriff Ali,foreign,sheriffali,"Beverly Hills, California USA",en
"Rocket Scientist; CEO X Tech Ventures, Sr. Fellow Emeritus @LockheedMartin, @NotreDame PhD, Write cool stuff @Forbes & Proud Autism Dad!",15936,340291,16210,39340,Rob Szczerba,foreign,RJSzczerba,"Binghamton, NY",en
"Law commentator at @FT, blogger at @jackofkent. Small 'l' liberal. Posting links to my posts while on break from active Twitter. Account locked when not in use.",62019,111849,20254,1794,David Allen Green,news,davidallengreen,Birmingham and London,en
"Like our new page! https://t.co/pS3hjnQs9c

With a focus on decorating, gardening, and cooking, Country Living beats a path home to what really matters.",32556,542383,2233,1675,Country Living,bis,CountryLiving,"Birmingham, Alabama",en
One world. Many lives. Our choice. Follow our sister account @vegantrademark for vegan product news. Facebook: https://t.co/P6NzdhpJo0,14959,148625,6711,7690,The Vegan Society,bis,TheVeganSociety,"Birmingham, England",en
"The latest Birmingham news, sport, weather and events. Download our app for free here https://t.co/bKY49sd9DS",172756,247129,1054,2110,Birmingham Mail,news,birminghammail,"Birmingham, UK",en
"Birmingham City Council (UK), providing services for a million people. Account monitored 9am-5pm Mon-Fri. For service enquiries tweet @BCC_Help.",53745,123154,1390,11510,Bham City Council,gov,BhamCityCouncil,"Birmingham, UK",en
"Birmingham news, business news and events. Free iPad and iPhone app: http://t.co/Q6AsUaaqGj Facebook: http://t.co/4mEoIRbdzt",38760,106402,40,16,Birmingham Post,news,birminghampost,"Birmingham, UK",en
"News from the West Midlands on BBC1 with @nickowentv @maryrhodestv @shefali_oza and @beccywoodtv Weekdays: 1330, 1830 & 2225. Also on Sky 959",42665,293527,2073,1021,BBC Midlands Today,news,bbcmtd,"Birmingham, West Midlands",en
"Official twitter account of the United Nations climate change secretariat. Also in French (@CCNUCC), Spanish (@CMNUCC) & German (@UNKlima). Instagram: @UNFCCC.",20446,402460,4710,1028,UN Climate Action,gov,UNFCCC,"Bonn, Germany",en
#AUTHOR #BLOGGER - Top Influencer who TWEETS on #Books #Ebooks #Health #Skincare #Fitness #Travel #Parenting #Crowdfunding #Kickstarter #Indiegogo #Kindle #IAN1,31933,136924,3307,84078,Media Smart Guy,bis,MediaSmartGuy,BookAdvertisements@gmail.com,en
"Tesla, SpaceX, OpenAI & Neuralink",3342,10973371,585,44,Elon Musk,celeb,elonmusk,Boring,en
"Director of the World Wide Web Consortium (W3C) w3.org, the place to agree on web standards.  Founded webfoundation.org - let  the web serve humanity",824,261070,101,441,Tim Berners-Lee,foreign,timberners_lee,Boston,en
Stories that define our world today. https://t.co/cSNeIVOnml.,173503,252470,0,282507,UniBul,foreign,UniBul,Boston,en
The leading destination for smart management thinking. Click here to subscribe: https://t.co/krqDQl2ORH,57516,4873464,16,196,Harvard Biz Review,research,HarvardBiz,"Boston, MA",en
"GE is the world’s Digital Industrial Company; transforming industry with the GE Store's shared tech & software solutions, allowing machines to connect & learn.",82603,442519,1643,14554,General Electric,bis,generalelectric,"Boston, MA",en
Harvard Business School -- educating leaders who make a difference in the world. This is an official Harvard Business School-managed account.,10451,359621,3449,1984,Harvard Business,foreign,HarvardHBS,"Boston, MA USA",en
"Single proud mom. Russian-American, #Decor (@BanarsiDesigns); #Health,(@UnitedHealthDir) #Fashion #Food, Music, Movies, Books..NO DM's https://t.co/KrBsW0ABG1",5121,197681,768,99629,Bella,foreign,stockbella,"Boston, MA, U.S",en
"Author: The Norse Myths, The Ring Writer/Photographer/Editor/Graphic-Web Designer/Professor/Doer of Interesting Things.",39699,207540,11,231747,Yvette Grimes,foreign,yvettegr,"Boston, Massachusetts",en
SCIENCE! I love this stuff. My blog RSS feed: https://t.co/OxjnPrbrqv,72282,593056,565,503,Phil Plait,celeb,BadAstronomer,Boulder,en
3D for everyone.,4694,111142,2033,732,SketchUp,foreign,SketchUp,"Boulder, CO",en
"Climate change, energy, food, forests, water, sustainable cities, governance, finance, business, economics. Tweet/Like <U+2260> endorsement. Tweets by @lauraleedooley",27638,140480,116441,11682,World Resources Inst,KEEP,WorldResources,BRA CHN EUR IND IDN MEX USA,en
We will get your social network working for you. 321 536-3485,53876,1024354,1,246856,Social Start Now,bis,socialstartnow,Brian@socialstartnow.com,en
<ed><U+00A0><U+00BE><ed><U+00B4><U+0094> #KingsOfHaiti Artist PAINter #Haiti - Black Puzzle Series  <ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> get my Adult Coloring Book here https://t.co/pPk1W9tNY9,10775,1056437,2703,107597,Hertz Nazaire,celeb,Nazaire73,"Bridgeport, CT",en
MP for Brighton Pavilion; Co-leader of the Green Party with @jon_bartley; Mum,17774,254834,184,4972,Caroline Lucas,pol,CarolineLucas,Brighton,en
"The BBC radio station for #Sussex. Tune in: 95-95.3, 104.5/8 FM. Also Online/DAB. Visit and like us at https://t.co/bMShyxFDJs",51185,106958,2798,738,BBC Sussex,news,BBCSussex,"Brighton, Sussex, UK",en
"News, digital tools and tips for journalists and publishers from https://t.co/cWhQuMYIBp. Contact: @catalinacma Tel: +44 (0)1273 384290",40879,138719,1469,89588,Journalism.co.uk,news,journalismnews,"Brighton, United Kingdom",en
The Source of Innovated and Dynamic Australian and International Stock Photography offered to a Worldwide Market.,124989,151227,544,57145,Needimages,bis,Needimages,"Brisbane, Australia",en
The official Twitter channel of Brisbane City Council.,22424,300085,147,591,Brisbane City,foreign,brisbanecityqld,"Brisbane, Queensland",en
Live news and sport updates from Bristol and across the West of England. More: @BBCPointsWest // @BBCRB // @BBCGlos // @BBCWiltshire // @BBCSomerset,18327,121570,37,425,BBC West Live,news,BBCBristol,"Bristol, England",en
The official twitter account for the Bristol Post. Download our app and start your free 30 day trial: http://t.co/tNX5wLEiW9,76674,112922,710,723,Bristol Post,news,BristolPost,"Bristol, UK",en
"Creator of https://t.co/UqES8Yp0rQ living green & clean contact: Peter@fireflytalent.com Instagram: Josiegibson85 PT & Nutritional advisor, weight loss guru.",27566,378673,7752,3604,Josie Gibson,bis,Josiestweet,Bristolian,en
My passion is creating empowering affirmations and inspirational images. My mission is to help inspire and motivate you to achieve your dreams!,108357,134733,30,126735,Che Garman,foreign,AffirmYourLife,"British Columbia, Canada",en
NTA-BAFTA-I.A.R.A-SCREEN NATION #GOGGLEBOX FAVOURITE FEMALE TV - STAR BEST PERSONALITY OF THE YEAR  Bookings/Media - Contact @MattiFlint @YogurtTopMedia #UGETME,12704,122229,75956,111720,LADY QUEEN BEE OBE,celeb,sandragogglebox,"Brixton, England",en
The original traffic & travel tweet service for London from the BBC. Broadcasts on @BBCRadioLondon and updates on @BBCLondonNews,140175,137138,2236,227,BBC London Travel,news,BBCTravelAlert,"Broadcasting House, London",en
Novelist Music Engineer Blogger Webmaster Mister Anonymous ‘Digital Face’ Is the bulb in  your brain on to what's happen'in? #Baltimore #Baltimoreans #wetnoodle,45866,117403,540,8449,‘Digital Face' News,foreign,420musicsound,"Brooklyn, Baltimore ",en
Yani's Husband | Nicki & Val's Father | Strategist | A11y Diversity & Inclusion <U+267F><U+FE0F> Director of Compliance at @essentia11y | @DCMetroBLN Board Member. God always,277508,123351,276388,123266,Eduardo Meza-Etienne,foreign,edaccessible,"Brunswick, MD",en
Latest news from the European Council & the Council of the EU: 28 EU governments working together. Audiovisual materials: @EUCouncilTVNews. #EUCO,10768,247203,172,1689,EU Council Press,gov,EUCouncilPress,Brussels,en
EU news & policy debates from the European Media Network present in 12 EU capitals | @eaTheBrief | #EUtweets,40391,109000,1456,2093,EURACTIV,news,EURACTIV,Brussels,en
News and information from the European Commission. Tweets by the Social Media Team. Engaging on #TeamJunckerEU priorities: https://t.co/HDhTPYZYmg,26155,786699,5753,1106,European Commission,gov,EU_Commission,"Brussels, Belgium",en
"28 EU governments making decisions together at the European Council & Council of the EU. Learn, participate, share. Latest news @eucouncilpress #eucouncil #euco",3410,265105,183,472,EU Council,gov,EUCouncil,"Brussels, Belgium",en
Latest news from the European Parliament. Tweets by the Parliament's web team. Find plenary content with #EPlenary. RTs <U+2260> endorsement,17035,358668,62,9724,European Parliament,gov,Europarl_EN,Brussels/Strasbourg,en
"<ed><U+00A0><U+00BD><ed><U+00B1><U+0091> Entrepreneurial Horseman helping others find freedom to be themselves and Have It All in life, want to start a business? need coaching to overcome fears?",15686,107100,13352,73357,FREEDOM LIFESTYLE,bis,KphumphreyMe,"Buckingham, England",en
"Resonate, motivate, and be remembered with Prezi, presentation software reimagined. For help: https://t.co/e7lgDujE6f",16176,237557,6004,818,Prezi,foreign,prezi,Budapest - San Francisco,en
Conductor de Radio y TV / Panelista de  @Benditaok  https://t.co/WKl1bTVa2F,105833,321064,741,99018,Nacho Goano,foreign,nachogoano,"Buenos Aires, Argentina",es
"Shortlisted author who wrote his way out of a park. Writer for @guardian etc. 
“A brilliant, delightfully demented mind.” BBC. More: https://t.co/EBoc0vARAJ",32636,105577,30693,35468,Craig Stone,celeb,craigstone_,Buy my books here <ed><U+00A0><U+00BD><ed><U+00B1><U+0087> <ed><U+00A0><U+00BD><ed><U+00B1><U+0087>,en
"More natural remedies,Body cleansing, Prostate cancer, Lose weight, Male penis enhancement, Immune support, Healthy blood,Gout joint, Arthritis,Heart health.",118745,199292,0,223905,Hling M.,bis,healthyseason,C.M. WorldWide,en
Official Twitter account for Canada's 22nd Prime Minister. | Compte Twitter officiel du 22e Premier ministre du Canada,3859,1170007,3,257,Stephen Harper,celeb,stephenharper,"Calgary, Alberta",en
Health Researcher & Article Writer. Named 50 of the best health Tweeters Canada. Reference in research paper ISSN 0975-6299.,286141,411547,523,324726,Kyle J.Norton,celeb,kylejnorton,"Calgary, Alberta, Canada",en
Dave's Travel Corner - founded 1996. International travel & wine writer. Los Angeles updates. The Napa Wine Project. http://t.co/Ux1KY9N3wR,19536,361004,23956,338601,Dave's Travel Corner,bis,DaveDTC,California,en
"Survived being burned 85% of my body, Loving my life and family, inspiring people to become their best, Help people master their fears and challenges",68075,185162,35,196624,Paul V Harris,celeb,paulvharris,California,en
"<U+2666><U+2666>Not<U+2666>Selling<U+2666>Anything<U+2666><U+2666> #FollowBack most <U+25BA>#Quotes
<U+25BA>#Photos <U+25BA>#Inspiration <U+25BA>#Art <U+25BA> Investor CEO Please<U+25BA>Open my<U+25BA>link http://t.co/RLLcqW0IJA",18928,651185,70325,594815,<U+2B50> Best Tweets Ever <U+2B50>,bis,DrJeffersnBoggs,California i <U+2665> Paris HK Rio NY,en
Curious Egyptian / Product Manager @Quora / Senior Fellow @HarvardAsh / Author: Revolution 2.0 - The power of the people is greater than the people in power,8334,2803318,1628,1950,Wael Ghonim,celeb,Ghonim,"California, USA",en
Labour Member of Parliament for Camberwell and Peckham. Mother of the House of Commons.,7748,137467,48,1279,Harriet Harman,pol,HarrietHarman,"Camberwell & Peckham, London",en
Chemistry magazine bringing you the latest chemistry news and research every day. Published by the Royal Society of Chemistry.,16376,418244,323,1382,Chemistry World,bis,ChemistryWorld,Cambridge,en
News and events from the University of Cambridge,7804,339231,1261,1017,Cambridge University,bis,Cambridge_Uni,"Cambridge, England",en
The world's leading inbound marketing & sales platform with 31K customers in 90+ countries. Enter our #SummerStartup competition now <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/nInyYpZDvX,75614,773216,26131,46148,HubSpot,bis,HubSpot,"Cambridge, MA",en
Forrester works with business and technology leaders to develop customer-obsessed strategies that drive growth.,14793,373582,1660,15306,Forrester,bis,forrester,"Cambridge, MA",en
Free online courses from @Harvard @MIT + more of the world's top schools. Start learning: https://t.co/QWYfmbDY05. For Student Support: https://t.co/YhADzMwK4Y.,7096,236136,5094,345,edX,bis,edXOnline,"Cambridge, MA",en
CEO @TalentCulture | #WorkTrends Wed 1-2pm EST @FOW_media @Forbes @Entrepreneur | #HR #Tech #Digital #Entrepreneur #FutureOfWork,227532,138485,29284,98938,Meghan M. Biro,celeb,MeghanMBiro,"Cambridge, MA ",en
