"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"8063","ScrutinyLive",38,38,0,185,185,0,0,0.000146301251727943,0.00572867343318707,0.0796377882564791,NA,4.86842105263158,NA,NA,"National tenant scrutiny panel that reviewed impact of new government on social housing, 2015. Back @ CIH 2016 & now planning #housingday #scrutinylive",1216,632,635,733,"Scrutiny Live",2015-02-09 16:29:43,FALSE,FALSE,"England","en-gb","3026663477"
"8064","Installer_2017",38,38,0,167,167,0,0,0.000146301251727943,0.000368588309303647,0.0868947873162469,NA,4.39473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8065","LlamauUK",38,38,0,166,166,0,0,0.000146301251727943,0.00744335037790788,0.081021413343231,NA,4.36842105263158,NA,NA,"Llamau is Wales' leading charity for young people & vulnerable women facing homelessness. Passionate about supporting people to reach their true potential.",22264,8338,4913,5069,"Llamau",2010-11-27 15:21:17,FALSE,FALSE,"Wales","en","220361940"
"8066","ElecConNews",38,38,0,154,154,0,0,0.000146301251727943,0.000379586375383778,0.100778621619028,NA,4.05263157894737,NA,NA,"Electrical Contracting News is the leading publication of news & information for the electrical contracting industry. Subscribe for free: http://t.co/yLF8RMr7HF",4662,3445,176,1177,"ECN",2011-10-31 15:46:16,FALSE,FALSE,"Cambridge, UK","en","402121040"
"8067","DanielJ88",38,38,0,154,154,0,0,0.000146301251727943,0.0017255611254371,0.0762274929783836,NA,4.05263157894737,NA,NA,"Head of Adaptation, UK Committee on Climate Change. Usual disclaimers, for official feed see @theCCCuk",1890,985,133,841,"Daniel Johns",2010-04-15 18:39:45,FALSE,FALSE,"London","en","133415383"
"8068","RF_Campbell",38,38,0,152,152,0,0,0.000146301251727943,0.00252844893104579,0.0767625087963337,NA,4,NA,NA,"Senior Policy Officer & Head of Regional Programme at the British Property Federation.  All views my own.",1433,657,945,677,"Rachel Campbell",2014-07-20 10:51:13,FALSE,FALSE,"","en","2662517468"
"8069","MLM_Group",38,38,0,135,135,0,0,0.000146301251727943,0.00065596604169657,0.0935822248402225,NA,3.55263157894737,NA,NA,"A leading multidisciplinary design, compliance and specialist practice operating across the UK and internationally.",1226,2023,675,1393,"MLM Group",2012-07-09 13:29:03,FALSE,FALSE,"London and regional offices","en","631173318"
"8070","ImpraGasLtd",38,38,0,132,132,0,0,0.000146301251727943,0.000225649538715596,0.0897228758860229,NA,3.47368421052632,NA,NA,"ImpraGas Limited is an Award Winning Boiler Installation Company. Founded by @MrJosephValente Winner of BBC Apprentice 2015. Providing 5 star customer service!",1252,14509,177,2536,"ImpraGas Limited",2015-12-20 20:05:42,FALSE,FALSE,"England, United Kingdom","en-gb","4549487667"
"8071","2degreesOliver",38,38,0,126,126,0,0,0.000146301251727943,0.000683919046863079,0.0784579174903184,NA,3.31578947368421,NA,NA,"Executive Director @ 2degrees - the world's leading collaboration service for sustainable business. A problem shared, is a problem halved & one solved at scale.",9264,1887,2208,2016,"Oliver Hurrey",2011-07-30 08:58:05,FALSE,FALSE,"Oxford, UK","en","345259259"
"8072","LeeRowswell",38,38,0,122,122,0,0,0.000146301251727943,0.000416604749001228,0.0836463556501845,NA,3.21052631578947,NA,NA,"Owner of GKR Scaffolding market leader in Scaffolding and Access, second best scaffolder in London in the 90s. Box Holder at The Lane. COYS. Follow to find out",5824,8629,6492,610,"Lee Rowswell",2013-01-08 07:24:18,FALSE,FALSE,"","en","1070234120"
"8073","northeastlep",38,38,0,121,121,0,0,0.000146301251727943,0.00282183485763131,0.0779380834760802,NA,3.18421052631579,NA,NA,"We work to make the North East a place where more businesses invest, grow and prosper - delivering more and better jobs for everyone.",4363,7119,2381,934,"North East LEP",2013-07-24 12:50:31,FALSE,FALSE,"North East England","en","1617675384"
"8074","GerardWoodhous1",38,38,0,120,120,0,0,0.000146301251727943,0.00181395975145642,0.0817457107894957,NA,3.15789473684211,NA,NA,"First Labour Councillor for Liverpool County Ward. Mayoral Lead for Older People.  Member of GMB and Unite Union and CO-OP member",40216,767128,12773,60700,"Gerard Woodhouse",2011-09-25 01:30:28,FALSE,FALSE,"Liverpool","en","379476398"
"8075","WBG_Cities",38,38,0,118,118,0,0,0.000146301251727943,0.00105533756331196,0.0737726448817204,NA,3.10526315789474,NA,NA,"Urban Development at the @WorldBank: helping countries face the challenge of rapid urbanization to create inclusive, resilient, and sustainable cities for all.",11902,36411,956,754,"World Bank Cities",2010-09-13 06:52:20,FALSE,TRUE,"Washington, DC","en","190162349"
"8076","ONeillDanielP",38,38,0,113,113,0,0,0.000146301251727943,0.00205974136023648,0.0708495166017507,NA,2.97368421052632,NA,NA,"Editor @BIMIreland - Technology Editor @IrishBuildingOL-  Construction & Surveying Research #Construction #Management #Surveying #Engineering #Lean #BIM #Green",9976,1342,5632,1115,"Dan O'Neill",2012-12-22 21:43:01,FALSE,FALSE,"Ireland","en","1029329725"
"8077","PialiDG",38,38,0,111,111,0,0,0.000146301251727943,0.00508976103666674,0.0742548444833817,NA,2.92105263157895,NA,NA,"Lapsed Canadian. Fanatic about #localgov, public policy, culture and travel. RTs = interest. Views = personal.",14777,2301,6534,1933,"Piali Das Gupta",2012-11-07 01:24:27,FALSE,FALSE,"","en","930919050"
"8078","Papworth_Trust",38,38,0,111,111,0,0,0.000146301251727943,0.00460343222138573,0.0729844933105923,NA,2.92105263157895,NA,NA,"We're a leading disability charity that focuses on disability employment, accessible housing and social care. Follow us to get involved with our campaigns.",9392,6499,654,3203,"Papworth Trust",2009-11-12 14:13:09,FALSE,FALSE,"Papworth Everard","en","89454096"
"8079","PropIndEye",38,38,0,108,108,0,0,0.000146301251727943,0.000477764266409202,0.103585413683045,NA,2.84210526315789,NA,NA,"Where news comes first!",17922,12393,623,6785,"PropertyIndustryEye",2014-03-13 09:22:39,FALSE,FALSE,"","en","2386673545"
"8080","gassafeglasgow",38,38,0,103,103,0,0,0.000146301251727943,0.000192955568621428,0.077196336085882,NA,2.71052631578947,NA,NA,"@screwfix Britain's Top Tradesperson 2017 Domestic plumbing,heating and gas works carried out,Worcester Accredited Installers and WHICH trusted traders",2685,1584,7057,709,"LCD Heating",2015-08-07 18:40:55,FALSE,FALSE,"Clydebank, Scotland","en","3407580665"
"8081","covtelegraph",38,38,0,102,102,0,0,0.000146301251727943,0.00239923053853463,0.0819140454347084,NA,2.68421052631579,NA,NA,"The latest news, sport, weather, events and entertainment from the Coventry Telegraph. We're also on Facebook https://t.co/Dho4drzuVc",93300,75087,1298,832,"Coventry Telegraph",2009-03-05 18:22:41,FALSE,TRUE,"Coventry, UK","en","22954882"
"8082","ICE_NIreland",38,38,0,101,101,0,0,0.000146301251727943,0.00082856718475444,0.0814712609677686,NA,2.65789473684211,NA,NA,"Institution of Civil Engineers fosters and promotes the art and science of civil engineering.  There are around 2,000 ICE members based in Northern Ireland.",3310,1838,287,793,"ICE Northern Ireland",2009-08-25 09:34:29,FALSE,FALSE,"Belfast","en","68653515"
"8083","helenlcrane",38,38,0,100,100,0,0,0.000146301251727943,0.00116623516124018,0.0765534204691737,NA,2.63157894736842,NA,NA,"Deputy news editor @PropertyWeek covering all things retail, leisure and hotels as well as the West Midlands. Croydon evangelist. #THFC.",4136,2335,1748,2762,"Helen Crane",2010-12-15 18:51:17,FALSE,FALSE,"South London","en","227033903"
"8084","PHA_NZ",38,38,0,99,99,0,0,0.000146301251727943,0.00182864960031222,0.0759630277264527,NA,2.60526315789474,NA,NA,"One-stop-shop for Passive House training.",3849,696,202,197,"PassiveHouseAcademy",2013-09-18 03:00:32,FALSE,FALSE,"","en","1877842411"
"8085","kelda_kelly",38,38,0,99,99,0,0,0.000146301251727943,0.004619239872687,0.0726040595399182,NA,2.60526315789474,NA,NA,"Business Manager Domestic Abuse @gentoogroup co-founder of @DAHAlliance & PhD student @ Durham University researching role of housing in a CCR to domestic abuse",13016,1285,14831,1095,"kelly henderson",2012-11-18 20:46:35,FALSE,FALSE,"Durham ","en","956201750"
"8086","Euroheat",38,38,0,98,98,0,0,0.000146301251727943,0.000224484143667739,0.0742175601435275,NA,2.57894736842105,NA,NA,"Euroheat are the UK’s leading wood burning stove and biomass heating solution provider. We're on Twitter: 9am - 5pm, Mon - Fri.",2667,2636,486,1016,"Euroheat",2009-06-29 07:44:43,FALSE,FALSE,"Herefordshire, UK","en","51994581"
"8087","calldritt",38,38,0,97,97,0,0,0.000146301251727943,0.0160750386676735,0.0762405198260742,NA,2.55263157894737,NA,NA,"Director, Public Services and Communities at the RSA and Inclusive Growth Commission.",2479,2073,319,1732,"Charlotte Alldritt",2010-04-27 09:44:39,FALSE,FALSE,"London","en-gb","137644297"
"8088","edie_editor",38,38,0,95,95,0,0,0.000146301251727943,0.000850393962955761,0.0759674650943745,NA,2.5,NA,NA,"Editor of @edie - covering the latest green business news, features & reports for sustainability and resource efficiency professionals.",1923,1273,214,1083,"Luke Nicholls",2011-09-11 18:12:01,FALSE,FALSE,"Lindfield, England","en","371886430"
"8089","wildlifetrusts",38,38,0,94,94,0,0,0.000146301251727943,0.000389968850745054,0.0794034340270674,NA,2.47368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8090","TruemansLimited",38,38,0,92,92,0,0,0.000146301251727943,0.000282731716521016,0.0753236435229081,NA,2.42105263157895,NA,NA,"Truemans are a dedicated trade uPVC window, door, glass & conservatory supplier with fresh ideas!",3573,3049,3905,2591,"Truemans Windows",2013-01-24 11:56:47,FALSE,FALSE,"","en","1116608629"
"8091","frasereC4",38,38,0,91,91,0,0,0.000146301251727943,0.00449931061688282,0.0744116431072116,NA,2.39473684210526,NA,NA,"Channel 4 News, Managing Editor. ""Investigative Reporters and Editors"" IRE Award winner for #ElectionExpenses. Seriously Scottish.",37321,13886,823,1399,"Ed Fraser",2008-06-05 11:00:55,FALSE,TRUE,"London via the Highlands ","en","15016500"
"8092","KinedobySaniflo",38,38,0,89,89,0,0,0.000146301251727943,0.000233152784212383,0.0811231895236456,NA,2.34210526315789,NA,NA,"Official Twitter account for Kinedo shower cubicles, designed by the experts at Saniflo. Download a brochure at https://t.co/YFSijP5nfK",8842,1167,2455,2043,"Kinedo by Saniflo",2014-06-27 04:39:20,FALSE,FALSE,"United Kingdom","en","2590792027"
"8093","rebecca_best1",38,38,0,88,88,0,0,0.000146301251727943,0.00100509301894951,0.0758916964313262,NA,2.31578947368421,NA,NA,"Chartered Quantity Surveyor, Partner at Rider Levett Bucknall, Member of RICS International Governing Council and RICS UK & I World Regional Board",986,1010,291,997,"Rebecca Best FRICS",2013-04-30 18:44:07,FALSE,FALSE,"London","en","1392756618"
"8094","transenv",38,38,0,88,88,0,0,0.000146301251727943,0.000521620574723908,0.075324983564352,NA,2.31578947368421,NA,NA,"Transport & Environment (T&E) is Europe's leading NGO campaigning for cleaner #transport. RTs are not necessarily endorsements | #dieselgate #biofuels #EV #cars",9848,10342,2513,2059,"TransportEnvironment",2010-02-24 09:13:56,FALSE,FALSE,"Europe","en","117027371"
"8095","NIOPressOffice",38,38,0,85,85,0,0,0.000146301251727943,0.00318634792534823,0.0753771006277015,NA,2.23684210526316,NA,NA,"The Northern Ireland Office ensures the smooth working of the devolution settlement. We support NI's interests in the UK & we represent the UK government in NI",2537,10651,246,2201,"NIO",2012-06-21 12:33:37,FALSE,TRUE,"Stormont and Westminster","en","614358228"
"8096","TheRSC",38,38,0,85,85,0,0,0.000146301251727943,0.00109563704215815,0.0714652738389547,NA,2.23684210526316,NA,NA,"Royal Shakespeare Company | Made in Stratford-upon-Avon, shared around the world | #TheatreAtItsBest | <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> the.rsc",19761,433019,12211,995,"The RSC",2008-05-22 19:01:01,FALSE,TRUE,"Stratford-upon-Avon","en","14871898"
"8097","EvergladeWindow",38,38,0,84,84,0,0,0.000146301251727943,0.00024640767464686,0.0787051940281401,NA,2.21052631578947,NA,NA,"We are a multi-award winning company specialising in Aluminium. We have been manufacturing for over 30 years - follow us for practical advice and expert tips",2884,2060,126,596,"Everglade Windows",2010-01-20 08:48:24,FALSE,FALSE,"London and the South East","en","106672928"
"8098","sunrise_heating",38,38,0,84,84,0,0,0.000146301251727943,0.00013586011835532,0.0769686803731144,NA,2.21052631578947,NA,NA,"Sunrise Plumbing & Heating offer an efficient, cost effective and professional plumbing and heating service in Bromsgrove & Worcester. 01527576595 / 07428628790",1203,1275,1015,954,"Sunrise Plumbing",2013-11-13 13:20:34,FALSE,FALSE,"Bromsgrove, England","en-gb","2192297460"
"8099","ScottishEPA",38,38,0,83,83,0,0,0.000146301251727943,0.00212244098634742,0.0778060417653952,NA,2.18421052631579,NA,NA,"Protecting and improving Scotland's environment. Tweeting during office hours. This channel should not be used to report pollution, always call 0800 807060.",6148,18468,204,224,"SEPA",2010-02-24 10:32:57,FALSE,TRUE,"Scotland","en","117041424"
"8100","gelmo1981",38,38,0,83,83,0,0,0.000146301251727943,0.000690835384056438,0.0730755273419221,NA,2.18421052631579,NA,NA,"Italian by birth. Anglophile by choice. Greenpeace UK press officer by trade. Views are mine until proven otherwise.",3225,513,362,489,"Stefano Gelmini",2014-01-07 13:39:45,FALSE,FALSE,"","en","2280609770"
"8101","AdaptationCCC",38,38,0,79,79,0,0,0.000146301251727943,0.00378763053912708,0.0722209003033523,NA,2.07894736842105,NA,NA,"Sub-committee of Committee on Climate Change advising on UK Government's programme for adaptation to prepare the UK for impacts of climate change",933,1810,0,418,"ASC",2010-04-28 09:30:56,FALSE,FALSE,"Westminster, UK","en","137987935"
"8102","DVSAgovuk",38,38,0,78,78,0,0,0.000146301251727943,0.00319675157623398,0.081297564618169,NA,2.05263157894737,NA,NA,"Driver and Vehicle Standards Agency (DVSA). We help you stay safe on Britain's roads. Contact @DVSA_HelpMe for help. Twitter policy: https://t.co/uAdxYJ8jgy",4216,35122,143,14775,"DVSA",2009-05-03 16:32:13,FALSE,TRUE,"Great Britain","en","37447479"
"8103","SmartCityexpo",38,38,0,78,78,0,0,0.000146301251727943,0.000628369915634451,0.0734504373430392,NA,2.05263157894737,NA,NA,"Smart City Expo World Congress, 7th edit. · Smart society for innovative and sustainable cities · Nov.14th to Nov.16th 2017 @Fira_Barcelona #SmartCityExpo",16550,39494,7561,4657,"Smart City Expo",2011-03-23 17:32:29,FALSE,FALSE,"Barcelona","es","271004511"
"8104","fatimamanji",38,38,0,77,77,0,0,0.000146301251727943,0.00373497783324697,0.072427615669389,NA,2.02631578947368,NA,NA,"Correspondent @Channel4News there's no such thing as the voiceless, only the deliberately silenced + the preferably unheard. (profile pics not endorsements)",19044,32562,1743,1305,"Fatima Manji",2009-01-08 09:49:55,FALSE,FALSE,"London, UK","en","18759415"
"8105","DieterHerz",38,38,0,77,77,0,0,0.000146301251727943,0.000991186686499319,0.0718658121036671,NA,2.02631578947368,NA,NA,"Herz&Lang GmbH / Germany, Certified Passive House Designers, Consulters,  Certifiers, Quality Management and Control System for Sustainability and Economy",708,531,570,629,"Dieter Herz",2011-11-30 11:14:10,FALSE,FALSE,"Bavaria-South Germany","de","424953477"
"8106","TrainingJournal",38,38,0,74,74,0,0,0.000146301251727943,0.00102220465909003,0.0739634190396218,NA,1.94736842105263,NA,NA,"The largest online L&D community and content publisher for training professionals. Owners of the TJ Awards #TJawards17 and renowned #TJwow discussion webinars.",18714,17900,194,1958,"TrainingJournal",2008-12-08 10:01:48,FALSE,FALSE,"United Kingdom","en","17960020"
"8107","MarkFoxNews",38,38,0,74,74,0,0,0.000146301251727943,0.00110818985096475,0.0734765249781752,NA,1.94736842105263,NA,NA,"Chief Executive Business Services Association, Hon Cdr Royal Navy, Advisor UNICEF UK, Priest Church of England, Writer for @reactionlife Advisory Board of RUSI",57968,155137,62140,1325,"Mark Fox",2013-04-08 19:10:02,FALSE,FALSE,"","en","1337387216"
"8108","HouzzUK",38,38,0,73,73,0,0,0.000146301251727943,0.000464703498398559,0.0879020256411072,NA,1.92105263157895,NA,NA,"The world's largest platform for home renovation and design! https://t.co/kYjnltv49D",9680,17777,1096,1217,"Houzz UK",2014-01-14 05:03:58,FALSE,TRUE,"UK ","en","2290670683"
"8109","PracticalAction",38,38,0,73,73,0,0,0.000146301251727943,0.000599705802790999,0.0730413044084541,NA,1.92105263157895,NA,NA,"We use technology to challenge poverty in developing countries.                           
https://t.co/bBCEyw4pq4 Instagram: @practical_action",14955,14692,2351,4224,"Practical Action",2008-10-22 14:54:55,FALSE,FALSE,"","en","16906514"
"8110","IanBarrettSW",38,38,0,72,72,0,0,0.000146301251727943,0.000426978640514555,0.076940062078355,NA,1.89473684210526,NA,NA,"Chief Executive @avonwt. Board member @bgreencapital. Passionate about creating better places for people & wildlife. Views here my own.",8570,1681,863,558,"Ian Barrett",2011-11-23 08:46:48,FALSE,FALSE,"South West, England","en","419381330"
"8111","HaysNews",38,38,0,71,71,0,0,0.000146301251727943,0.00191738646127031,0.0830797781907865,NA,1.86842105263158,NA,NA,"News, #career advice and insights into the world of #work from Hays, the leading #recruitment experts.",9838,7700,1883,2524,"Hays UK",2009-07-24 10:38:52,FALSE,FALSE,"UK","en","59748266"
"8112","RSSProjects",38,38,0,71,71,0,0,0.000146301251727943,0.000586674290999794,0.0747178217928307,NA,1.86842105263158,NA,NA,"Structural Repair Specialists. Experts on COMAH registered and other industrial sites.",7713,1464,154,1542,"RSS Projects",2010-03-02 14:53:21,FALSE,FALSE,"Chester, UK","en","119056493"
"8113","JLL_Guy",38,38,0,71,71,0,0,0.000146301251727943,0.00125547517995371,0.0741645759510677,NA,1.86842105263158,NA,NA,"EMEA CEO of JLL - everything real estate, anything inspirational and stuff that makes me laugh or cry",1553,5006,308,450,"Guy Grainger",2013-04-10 10:31:57,FALSE,FALSE,"London","en","1341573578"
"8114","dansabbagh",38,38,0,71,71,0,0,0.000146301251727943,0.00354811002873116,0.0734537288868481,NA,1.86842105263158,NA,NA,"Journalist @guardian, associate editor, outgoing national news editor. Transitioning from editing to writing",16880,23455,14,1342,"Dan Sabbagh",2009-05-15 10:07:34,FALSE,TRUE,"London","en","40212366"
"8115","sara_izzM",38,38,0,71,71,0,0,0.000146301251727943,0.0036506284100832,0.072024106989313,NA,1.86842105263158,NA,NA,"Geek exploring people-powered economics, social justice, housing and anti-racism. Senior Economist @NEF, snarky gifs/opinions my own",3032,845,2113,1215,"Sara Mahmoud",2012-05-26 16:29:24,FALSE,FALSE,"The Big Smoke","en","591137814"
"8116","ClimateBonds",38,38,0,70,70,0,0,0.000146301251727943,0.000462150403718924,0.0749132665914126,NA,1.84210526315789,NA,NA,"The Climate Bonds Initiative is an investor-focused not-for-profit, promoting large-scale investment in the low-carbon economy. Tweets by Andrew Whiley.",14807,6062,1417,1707,"ClimateBonds",2012-04-23 12:01:06,FALSE,FALSE,"London","en","561070834"
"8117","BTR_Richard",38,38,0,70,70,0,0,0.000146301251727943,0.00296214499481033,0.0729589549069236,NA,1.84210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8118","VisceralBiz",38,38,0,70,70,0,0,0.000146301251727943,0.00363130655382298,0.069692448179127,NA,1.84210526315789,NA,NA,"Bringing experiences, data, value and meaning together. We develop deep muscles for digital, quantified organisations, businesses and brands.",10060,1323,6384,1316,"Visceral Business",2008-12-09 10:19:47,FALSE,FALSE,"Everywhere","en","17988726"
"8119","IGLintels",38,38,0,69,69,0,0,0.000146301251727943,0.000351878780218849,0.0720261142811259,NA,1.81578947368421,NA,NA,"Better by Design. UK steel lintel manufacturers.",1257,544,21,430,"IG Lintels",2014-01-03 11:56:25,FALSE,FALSE,"Cwmbran | Cookstown ","en","2274404114"
"8120","NikiWaltonCIH",38,38,0,69,69,0,0,0.000146301251727943,0.0035021020422618,0.0685245596711783,NA,1.81578947368421,NA,NA,"Senior Administrator, CIH Policy & Practice team. Usually at the helm of @CIH_Policy. Mass Observer. Space tweep. Views are my own. RTs are not endorsements.",501,264,9,148,"Niki Walton CIHM",2010-04-21 15:41:14,FALSE,FALSE,"Coventry, UK","en","135537172"
"8121","TNLUK",38,38,0,68,68,0,0,0.000146301251727943,0.0018686291565842,0.0755491772680976,NA,1.78947368421053,NA,NA,"Welcome to the official page for The National Lottery. You must be 16 or over to play or claim a prize. *Estimated jackpot.",195002,190923,5212,1974,"The National Lottery",2011-02-09 17:23:31,FALSE,TRUE,"UK","en","249733084"
"8122","walesepa",38,38,0,68,68,0,0,0.000146301251727943,0.0020972414154591,0.0744812296106166,NA,1.78947368421053,NA,NA,"Ymg Amgylcheddol. Env Advisor. @F4F_network @nationaltrust Social entrepreneur @ynniogwen @ynnipadarnperis @ynnianafon @CommEnergyWales",5322,1471,254,1364,"keith jones",2011-04-27 09:33:56,FALSE,FALSE,"Deiniolen, Wales","en","288700100"
"8123","AdamJamesArch",38,38,0,68,68,0,0,0.000146301251727943,0.00114228104373884,0.0728838498215659,NA,1.78947368421053,NA,NA,"British Canadian Architect, Certified Passivhaus Designer and BIM Geordie(!)",712,449,671,925,"Adam James",2011-04-22 21:59:04,FALSE,FALSE,"Vancouver, BC, Canada","en","286378925"
"8124","ClimateOutreach",38,38,0,68,68,0,0,0.000146301251727943,0.00371168242146174,0.0704803042844001,NA,1.78947368421053,NA,NA,"#Climatechange communication & engagement - bridging the gap between research and practice. Projects include @ClimateVisuals & @CliMig",7327,5966,1551,1876,"Climate Outreach",2010-01-21 15:13:54,FALSE,FALSE,"UK","en","107101086"
"8125","bigwindowfitter",38,38,0,67,67,0,0,0.000146301251727943,0.000169913021295695,0.0757754827637972,NA,1.76315789473684,NA,NA,"The official twitter page of possibly the finest fenestrationist this side of the Watford Gap . #saintsfc",25223,1864,15087,1189,"Dean ™",2011-06-07 17:29:11,FALSE,FALSE,"Always one step ahead","en","312788425"
"8126","LonghurstGroup",38,38,0,67,67,0,0,0.000146301251727943,0.00209795355432779,0.0696224874495665,NA,1.76315789473684,NA,NA,"A leading provider of housing, care and support services that make a positive difference in local communities.  Tweets from comms team and are all our own",1624,1174,453,860,"Longhurst Group",2012-02-29 12:03:00,FALSE,FALSE,"West Midlands, England","en","508778596"
"8127","PolypipeTrade",38,38,0,66,66,0,0,0.000146301251727943,0.000186041904259888,0.0716853178429569,NA,1.73684210526316,NA,NA,"The UK’s leading manufacturer of above and below ground drainage, plastic plumbing and underfloor heating (UFH) systems.",899,999,195,990,"Polypipe Trade",2015-03-11 14:47:04,FALSE,FALSE,"United Kingdom","en","3087009484"
"8128","ULI_UK",38,38,0,66,66,0,0,0.000146301251727943,0.00100252241655758,0.0707262034398933,NA,1.73684210526316,NA,NA,"ULI’s mission is to provide leadership in the responsible use of land and in creating and sustaining thriving communities worldwide.",562,1040,84,425,"ULI UK",2013-09-09 19:13:23,FALSE,FALSE,"United Kingdom","en-gb","1849183549"
"8129","savebutterflies",38,38,0,65,65,0,0,0.000146301251727943,0.000516325616674268,0.0784184702989999,NA,1.71052631578947,NA,NA,"Saving butterflies, moths and our environment. UK Charity.",25237,49006,22786,1601,"BC",2011-02-25 09:51:41,FALSE,FALSE,"UK","en","257396212"
"8130","SOEngineers",38,38,0,65,65,0,0,0.000146301251727943,0.000311667795709707,0.0714914137525446,NA,1.71052631578947,NA,NA,"The Society of Operations Engineers is the leading membership organisation for those working in transport (IRTE), plant (IPlantE), and engineer surveying (BES).",3199,2839,452,2112,"SOE",2009-03-20 12:33:41,FALSE,FALSE,"London","en","25495932"
"8131","clv101",38,38,0,64,64,0,0,0.000146301251727943,0.000893520054603049,0.0722020938816907,NA,1.68421052631579,NA,NA,"'Zero carbon' self builder, climate scientist, glaciologist, engineer (CEng), bike mechanic, beekeeper, gardener and PhD. On air: M0VTZ.",7121,1127,1300,1444,"Chris Vernon",2009-05-24 07:22:38,FALSE,FALSE,"Wales","en","42180290"
"8132","soluismd",38,38,0,64,64,0,0,0.000146301251727943,0.000487266023124079,0.0694119597940445,NA,1.68421052631579,NA,NA,"Chairman of the Soluis Group VR // AR // Immersion // CGI // Films // Bespoke Apps",8887,2281,4836,2742,"Martin McDonnell",2012-04-12 23:42:30,FALSE,FALSE,"Glasgow | London","en","552346131"
"8133","SteveNunn_Moat",38,38,0,64,64,0,0,0.000146301251727943,0.00267431664150299,0.0692611492651137,NA,1.68421052631579,NA,NA,"@Moathomes Exec Director Development and New Business. Housing anorak and practicing insomniac.",612,681,1119,1125,"Steve Nunn",2013-10-08 14:50:15,FALSE,FALSE,"","en-gb","1947125420"
"8134","ajfleet",38,38,0,64,64,0,0,0.000146301251727943,0.000721480211560775,0.0688866350366602,NA,1.68421052631579,NA,NA,"Passionate Chartered Architectural Technologist MCIAT | @afmciat | cyclist | @ciateastanglia secretary | tea | ale |infrastructure geek | Bury St. Edmunds",2353,921,329,856,"Adrian Fleet MCIAT",2009-01-06 12:48:27,FALSE,FALSE,"Bury St Edmunds, Suffolk","en","18672642"
"8135","GraphisoftUK",38,38,0,63,63,0,0,0.000146301251727943,0.000531596228770062,0.0707375160345915,NA,1.65789473684211,NA,NA,"Providing BIM solutions to the construction industry in the UK and Ireland.",1464,1307,785,554,"Graphisoft UK",2013-11-06 16:52:43,FALSE,FALSE,"London, England","en","2178432660"
"8136","gia_tweet",38,38,0,62,62,0,0,0.000146301251727943,0.000595442839070813,0.0718012969655626,NA,1.63157894736842,NA,NA,"Official Twitter account of the Glasgow Institute of Architects",2964,2191,339,249,"GIA",2011-04-08 12:02:03,FALSE,FALSE,"Glasgow","en","279006947"
"8137","climategeorge",38,38,0,62,62,0,0,0.000146301251727943,0.000599591366741788,0.0715342641879936,NA,1.63157894736842,NA,NA,"Communicator, founder of Climate Outreach. Seeking fresh ways to talk and think about climate change.
Author of Don't Even Think About It @dontignore_cc",3126,4500,1225,671,"George Marshall",2009-07-09 14:02:17,FALSE,FALSE,"Wales","en","55243095"
"8138","Devonshires",38,38,0,62,62,0,0,0.000146301251727943,0.00180590450828498,0.068197013176399,NA,1.63157894736842,NA,NA,"A leading London based law firm. We provide high quality, full legal services to our UK and international clients.",1970,958,154,754,"Devonshires",2010-09-28 16:53:40,FALSE,FALSE,"London","en","196231431"
"8139","SeemaKennedy",38,38,0,61,61,0,0,0.000146301251727943,0.00158414688873544,0.081482480449033,NA,1.60526315789474,NA,NA,"Member of Parliament for South Ribble.  If you are a constituent, please contact me at Seema.kennedy.mp@parliament.uk.",6401,4803,7891,1199,"Seema Kennedy MP",2009-11-13 13:31:18,FALSE,FALSE,"","en","89698876"
"8140","gcparchitects",38,38,0,61,61,0,0,0.000146301251727943,0.000512044566390085,0.0754496317442141,NA,1.60526315789474,NA,NA,"New&existing buildings embracing whole spectrum of development making thriving sustainable communities: workspace health community retail leisure & housing",465,505,208,460,"gcp",2011-07-14 08:39:28,FALSE,FALSE,"Warmley, Bristol ","en","335183878"
"8141","cistermiser",38,38,0,61,61,0,0,0.000146301251727943,0.000167472176298916,0.0721273877808002,NA,1.60526315789474,NA,NA,"We develop, design and manufacture water management products using the latest infrared technology to help you flush out washroom savings.",895,1090,258,1109,"Cistermiser Ltd",2010-06-26 06:10:36,FALSE,FALSE,"Reading, Berkshire","en","159741157"
"8142","LondonSDC",38,38,0,61,61,0,0,0.000146301251727943,0.00206783518097574,0.0694829259499509,NA,1.60526315789474,NA,NA,"London Sustainable Development Commission advises @MayorofLondon on making London an exemplary sustainable world city.",2556,1382,121,899,"LondonSDC",2011-12-07 16:16:33,FALSE,FALSE,"London","en","430822790"
